title,url,source,author,published_at,tags,summary
2025年终端模拟器的现状：误入歧途的冠军,https://www.jeffquast.com/post/state-of-terminal-emulation-2025/,https://hn.aimaker.dev,,,,
人工智能的拨号时代,https://www.wreflection.com/p/ai-dial-up-era,https://hn.aimaker.dev,,,,
你无法用 cURL 处理边界。,https://drobinin.com/posts/you-cant-curl-a-border/,https://hn.aimaker.dev,,,,
2400马力的纽约消防局超级泵车可以扑灭地狱本身。,https://bangshift.com/bangshiftxl/mack-super-pumper-system-locomotive-engine-powered-pumper-extinguish-hell-often/,https://hn.aimaker.dev,,,,
为什么工程师在编程语言方面无法保持理性,https://spf13.com/p/the-hidden-conversation/,https://hn.aimaker.dev,,,,
学习阅读阿瑟·惠特尼的《C语言学习指南》以变得聪明（2024）,https://needleful.net/blog/2024/01/arthur_whitney.html,https://hn.aimaker.dev,,,,
我们为何从 Python 迁移到 Node.js,https://blog.yakkomajuri.com/blog/python-to-node,https://hn.aimaker.dev,,,Python,
互联网是在使文化变得更糟吗？,https://asteriskmag.com/issues/12-books/is-the-internet-making-culture-worse,https://hn.aimaker.dev,,,,
土耳其将不向美国出售稀土元素。,https://ceenergynews.com/climate/turkiye-rare-earth-elements-usa/,https://hn.aimaker.dev,,,,
以色列要求谷歌和亚马逊使用秘密的“眨眼”方式来规避法律命令。,https://www.theguardian.com/us-news/2025/oct/29/google-amazon-israel-contract-secret-code,https://hn.aimaker.dev,,,,
近90%的Windows游戏现在可以在Linux上运行。,https://www.tomshardware.com/software/linux/nearly-90-percent-of-windows-games-now-run-on-linux-latest-data-shows-as-windows-10-dies-gaming-on-linux-is-more-viable-than-ever,https://hn.aimaker.dev,,,,
ICE和CBP的特工正在街上扫描人脸以核实公民身份。,https://www.404media.co/ice-and-cbp-agents-are-scanning-peoples-faces-on-the-street-to-verify-citizenship/,https://hn.aimaker.dev,,,,
根据国土安全部的文件，你无法拒绝使用移民和海关执法局（ICE）的面部识别应用进行扫描。,https://www.404media.co/you-cant-refuse-to-be-scanned-by-ices-facial-recognition-app-dhs-document-says/,https://hn.aimaker.dev,,,,
三星将通过即将发布的软件更新正式在智能冰箱上投放广告。,https://arstechnica.com/gadgets/2025/10/samsung-makes-ads-on-3499-smart-fridges-official-with-upcoming-software-update/,https://hn.aimaker.dev,,,,
ChatGPT's Atlas: The Browser That's Anti-Web,https://www.anildash.com//2025/10/22/atlas-anti-web-browser/,hn_weekly,,,,
(comments),https://news.ycombinator.com/item?id=45702397,hn_weekly,,,,
A worker fell into a nuclear reactor pool,https://www.nrc.gov/reading-rm/doc-collections/event-status/event/2025/20251022en?brid=vscAjql9kZL1FfGE7TYHVw#en57996:~:text=TRANSPORT%20OF%20CONTAMINATED%20PERSON%20OFFSITE,hn_weekly,,,,
(comments),https://news.ycombinator.com/item?id=45708292,hn_weekly,,,,
987654321 / 123456789,https://www.johndcook.com/blog/2025/10/26/987654321/,hn_weekly,,,,
(comments),https://news.ycombinator.com/item?id=45712620,hn_weekly,,,,
10M people watched a YouTuber shim a lock; the lock company sued him – bad idea,https://arstechnica.com/tech-policy/2025/10/suing-a-popular-youtuber-who-shimmed-a-130-lock-what-could-possibly-go-wrong/,hn_weekly,,,,
(comments),https://news.ycombinator.com/item?id=45720376,hn_weekly,,,,
PSF has withdrawn $1.5M proposal to US Government grant program,https://pyfound.blogspot.com/2025/10/NSF-funding-statement.html,hn_weekly,,,,
(comments),https://news.ycombinator.com/item?id=45721904,hn_weekly,,,,
It's insulting to read AI-generated blog posts,https://blog.pabloecortez.com/its-insulting-to-read-your-ai-generated-blog-post/,hn_weekly,,,AI,
(comments),https://news.ycombinator.com/item?id=45722069,hn_weekly,,,,
Claude for Excel,https://www.claude.com/claude-for-excel,hn_weekly,,,,
(comments),https://news.ycombinator.com/item?id=45722639,hn_weekly,,,,
China has added forest the size of Texas since 1990,https://e360.yale.edu/digest/china-new-forest-report,hn_weekly,,,,
(comments),https://news.ycombinator.com/item?id=45732800,hn_weekly,,,,
EuroLLM: LLM made in Europe built to support all 24 official EU languages,https://eurollm.io/,hn_weekly,,,LLM,
(comments),https://news.ycombinator.com/item?id=45733707,hn_weekly,,,,
Using AI to negotiate a $195k hospital bill down to $33k,https://www.threads.com/@nthmonkey/post/DQVdAD1gHhw,hn_weekly,,,AI,
Deta Surf 开源 | AI 笔记本,https://koala-oss.app/news/1454,https://koala-oss.app,,,AI,
NavCat | JS 3D导航网格库,https://koala-oss.app/news/1453,https://koala-oss.app,,,,
ArkRegex | 神奇的类型安全正则,https://koala-oss.app/news/1452,https://koala-oss.app,,,,
0github | 给 PR 装上热力图,https://koala-oss.app/news/1451,https://koala-oss.app,,,,
GoBackup | 轻量级服务器备份方案,https://koala-oss.app/news/1450,https://koala-oss.app,,,,
GPUI Component | Rust 桌面应用组件库,https://koala-oss.app/news/1449,https://koala-oss.app,,,Rust,
Code securitySecure your code as you build,https://github.com/security/advanced-security/code-security,https://github.com,,,,
Secret protectionStop leaks before they start,https://github.com/security/advanced-security/secret-protection,https://github.com,,,,
Changelog,https://github.blog/changelog,https://github.com,,,,
Testflight新闻,https://t.me/TestFlightCN,https://morerss.com,,,,
订阅 248,https://morerss.com/Testflight%E6%96%B0%E9%97%BB,https://morerss.com,,,,
ZyZhang | 张智勇,https://www.zyzhang.com/,https://morerss.com,,,,
订阅 61,https://morerss.com/ZyZhang%20%7C%20%E5%BC%A0%E6%99%BA%E5%8B%87,https://morerss.com,,,,
APPINN | 小众软件,https://www.appinn.com/,https://morerss.com,,,,
订阅 58028,https://morerss.com/APPINN%20%7C%20%E5%B0%8F%E4%BC%97%E8%BD%AF%E4%BB%B6,https://morerss.com,,,,
PH今日热榜 | 2025-11-04,https://decohack.com/producthunt-daily-2025-11-04/,https://decohack.com,,,,
PH今日热榜 | 2025-11-03,https://decohack.com/producthunt-daily-2025-11-03/,https://decohack.com,,,,
PH今日热榜 | 2025-11-02,https://decohack.com/producthunt-daily-2025-11-02/,https://decohack.com,,,,
PH今日热榜 | 2025-11-01,https://decohack.com/producthunt-daily-2025-11-01/,https://decohack.com,,,,
PH今日热榜 | 2025-10-31,https://decohack.com/producthunt-daily-2025-10-31/,https://decohack.com,,,,
PH今日热榜 | 2025-10-30,https://decohack.com/producthunt-daily-2025-10-30/,https://decohack.com,,,,
PH今日热榜 | 2025-10-29,https://decohack.com/producthunt-daily-2025-10-29/,https://decohack.com,,,,
PH今日热榜 | 2025-10-28,https://decohack.com/producthunt-daily-2025-10-28/,https://decohack.com,,,,
PH今日热榜 | 2025-10-27,https://decohack.com/producthunt-daily-2025-10-27/,https://decohack.com,,,,
